四,04/26/2018,178.16
三,04/25/2018,172.47
二,04/24/2018,173.24
一,04/23/2018,175.43
五,04/20/2018,177.08
四,04/19/2018,179.01
三,04/18/2018,179.46
二,04/17/2018,178.34
一,04/16/2018,173.87
五,04/13/2018,174.27
四,04/12/2018,174.8
三,04/11/2018,172.36
二,04/10/2018,174.72
一,04/09/2018,170.34
五,04/06/2018,169.7
四,04/05/2018,175.8
三,04/04/2018,173.69
二,04/03/2018,172.47
一,04/02/2018,171.6
四,03/29/2018,175.16
三,03/28/2018,170.35
二,03/27/2018,172.52
一,03/26/2018,177.17
五,03/23/2018,171.83
四,03/22/2018,175.52
三,03/21/2018,180.75
二,03/20/2018,182.51
一,03/19/2018,180.58
五,03/16/2018,182.55
四,03/15/2018,180.95
三,03/14/2018,180.12
二,03/13/2018,181.01
一,03/12/2018,182.54
五,03/09/2018,183.24
四,03/08/2018,179.25
三,03/07/2018,179.21
二,03/06/2018,177.53
一,03/05/2018,178.53
五,03/02/2018,175.02
四,03/01/2018,173.49
三,02/28/2018,175.76
二,02/27/2018,175.93
一,02/26/2018,177.87
五,02/23/2018,175.76
四,02/22/2018,172.95
三,02/21/2018,172.32
二,02/20/2018,175.35
五,02/16/2018,175.65
四,02/15/2018,174.69
三,02/14/2018,172.52
二,02/13/2018,170.12
一,02/12/2018,168.19
五,02/09/2018,165.2
四,02/08/2018,160.62
三,02/07/2018,168.73
二,02/06/2018,169.28
一,02/05/2018,164.59
五,02/02/2018,170.55
四,02/01/2018,172.93
三,01/31/2018,169.0
二,01/30/2018,167.19
一,01/29/2018,168.55
五,01/26/2018,170.34
四,01/25/2018,168.59
三,01/24/2018,167.01
二,01/23/2018,167.19
一,01/22/2018,168.28
五,01/19/2018,166.83
四,01/18/2018,165.48
三,01/17/2018,164.32
二,01/16/2018,162.29
五,01/12/2018,162.33
四,01/11/2018,160.92
三,01/10/2018,159.86
二,01/09/2018,159.5
一,01/08/2018,159.27
五,01/05/2018,159.04
四,01/04/2018,155.81
三,01/03/2018,153.82
二,01/02/2018,151.91
五,12/29/2017,151.36
四,12/28/2017,151.77
三,12/27/2017,151.4
二,12/26/2017,151.28
五,12/22/2017,150.85
四,12/21/2017,150.53
三,12/20/2017,151.45
二,12/19/2017,151.68
一,12/18/2017,153.12
五,12/15/2017,153.4
四,12/14/2017,151.93
三,12/13/2017,151.69
二,12/12/2017,152.5
一,12/11/2017,150.88
五,12/08/2017,149.89
四,12/07/2017,149.45
三,12/06/2017,147.42
二,12/05/2017,145.13
一,12/04/2017,143.43
五,12/01/2017,149.69
四,11/30/2017,150.47
三,11/29/2017,148.35
二,11/28/2017,154.19
一,11/27/2017,152.97
五,11/24/2017,152.74
三,11/22/2017,151.25
二,11/21/2017,152.51
一,11/20/2017,149.56
五,11/17/2017,149.02
四,11/16/2017,150.33
三,11/15/2017,148.33
二,11/14/2017,149.95
一,11/13/2017,149.69
五,11/10/2017,149.54
四,11/09/2017,149.29
三,11/08/2017,149.97
二,11/07/2017,149.97
一,11/06/2017,150.09
五,11/03/2017,149.29
四,11/02/2017,148.25
三,11/01/2017,148.89
二,10/31/2017,148.77
一,10/30/2017,148.95
五,10/27/2017,148.52
四,10/26/2017,146.59
三,10/25/2017,146.24
二,10/24/2017,145.8
一,10/23/2017,145.56
五,10/20/2017,145.38
四,10/19/2017,144.98
三,10/18/2017,146.19
二,10/17/2017,145.93
一,10/16/2017,146.22
五,10/13/2017,147.34
四,10/12/2017,146.74
三,10/11/2017,146.85
二,10/10/2017,145.65
一,10/09/2017,144.55
五,10/06/2017,143.52
四,10/05/2017,143.75
三,10/04/2017,142.09
二,10/03/2017,143.02
一,10/02/2017,141.82
五,09/29/2017,141.2
四,09/28/2017,140.2
三,09/27/2017,139.67
二,09/26/2017,138.37
一,09/25/2017,138.57
五,09/22/2017,141.89
四,09/21/2017,141.72
三,09/20/2017,142.24
二,09/19/2017,142.49
一,09/18/2017,141.4
五,09/15/2017,141.58
四,09/14/2017,141.47
三,09/13/2017,140.1
二,09/12/2017,142.42
一,09/11/2017,141.99
五,09/08/2017,137.22
四,09/07/2017,136.53
三,09/06/2017,132.89
二,09/05/2017,132.66
五,09/01/2017,133.24
四,08/31/2017,133.3
三,08/30/2017,133.8
二,08/29/2017,133.84
一,08/28/2017,133.85
五,08/25/2017,132.75
四,08/24/2017,132.96
三,08/23/2017,133.07
二,08/22/2017,133.8
一,08/21/2017,131.94
五,08/18/2017,131.14
四,08/17/2017,130.88
三,08/16/2017,132.37
二,08/15/2017,131.58
一,08/14/2017,131.09
五,08/11/2017,128.55
四,08/10/2017,127.67
三,08/09/2017,129.72
二,08/08/2017,129.84
一,08/07/2017,130.38
五,08/04/2017,129.82
四,08/03/2017,129.89
三,08/02/2017,130.61
二,08/01/2017,129.49
一,07/31/2017,127.8
五,07/28/2017,127.91
四,07/27/2017,128.93
三,07/26/2017,130.99
二,07/25/2017,129.98
一,07/24/2017,129.52
五,07/21/2017,129.27
四,07/20/2017,128.47
三,07/19/2017,128.04
二,07/18/2017,127.73
一,07/17/2017,127.43
五,07/14/2017,127.01
四,07/13/2017,125.47
三,07/12/2017,125.28
二,07/11/2017,124.23
一,07/10/2017,122.73
五,07/07/2017,122.2
四,07/06/2017,120.8
三,07/05/2017,121.98
一,07/03/2017,120.78
五,06/30/2017,121.45
四,06/29/2017,121.51
三,06/28/2017,124.81
