,simu_logreturn,simu_std
2005-01-04,-0.009472040459513664,0.000873576442245394
2005-01-05,-0.020657220855355263,0.0009960418101400137
2005-01-06,0.005563263315707445,0.0005403700051829219
2005-01-07,-0.0008163962047547102,0.0006676582270301878
2005-01-10,0.007030160631984472,0.000789967889431864
2005-01-11,-0.004313529469072819,0.00046546512749046087
2005-01-12,-0.004135461524128914,0.0003214153693988919
2005-01-13,-0.0006052172393538058,0.0007648997707292438
2005-01-14,0.007826337590813637,0.0010328599018976092
2005-01-18,0.009048692882061005,0.001138661173172295
2005-01-19,-0.0011652801185846329,0.00031225901329889894
2005-01-20,-0.006242739036679268,0.000326846755342558
2005-01-21,-0.0021570175886154175,0.0005284638609737158
2005-01-24,-0.005589590407907963,0.0004139533266425133
2005-01-25,-0.003643849864602089,0.000925553438719362
2005-01-26,0.00028044055216014385,0.0008401474333368242
2005-01-27,-0.002406188054010272,0.0005005000857636333
2005-01-28,0.001976271625608206,0.0005481130792759359
2005-01-31,0.0017855559708550572,0.0006365092121995986
2005-02-01,0.00412112707272172,0.0006139657343737781
2005-02-02,0.0005590256187133491,0.0006498540751636028
2005-02-03,-0.0019728189799934626,0.00040876271668821573
2005-02-04,0.010788574814796448,0.0007702206494286656
2005-02-07,-0.0023784737568348646,0.0003918226284440607
2005-02-08,0.004441516473889351,0.00037645845441147685
2005-02-09,-0.0041819228790700436,0.0004810132086277008
2005-02-10,0.0015935697592794895,0.0003640868526417762
2005-02-11,0.004183121956884861,0.0005089687183499336
2005-02-14,0.002081603044643998,0.0003653759486041963
2005-02-15,-0.0027765328995883465,0.0005911330226808786
2005-02-16,0.005532149691134691,0.0008307902025990188
2005-02-17,0.0031122835353016853,0.0007097320631146431
2005-02-18,-0.00080107367830351,0.00041425018571317196
2005-02-22,-0.01143829245120287,0.0006272909231483936
2005-02-23,-0.0033990603405982256,0.0009623111691325903
2005-02-24,0.0008886746945790946,0.0008242694893851876
2005-02-25,0.011751336045563221,0.0005897702649235725
2005-02-28,-0.009329263120889664,0.0005805006949231029
2005-03-01,0.008285713382065296,0.0006662338273599744
2005-03-02,-0.0014683717163279653,0.0002792531449813396
2005-03-03,-0.0037502460181713104,0.0010429446119815111
