date,RMZ index,S5REITS index
2017-07-13,133.507178425775,147.755461926696
2017-07-12,133.256945411447,147.452239192929
2017-07-11,131.675952386067,145.538540432934
2017-07-10,131.751950136682,145.83262616768
2017-07-07,133.154040117648,147.136293188025
2017-07-06,132.320277417484,146.202834525521
2017-07-05,134.899904296221,149.015865256675
2017-07-04,136.83895684022582,150.91812757210153
2017-07-03,136.852763850765,150.845800578144
2017-06-30,135.035555427719,149.455834602044
2017-06-29,135.134949180073,149.480755766874
2017-06-28,136.659814640573,151.044153405645
2017-06-27,136.731144610487,151.140640115309
2017-06-26,137.933262298371,151.728286207357
2017-06-23,137.038689978068,151.091311741843
2017-06-22,136.47154748564,150.494905551983
2017-06-21,136.381503569246,150.420873017414
2017-06-20,136.775581311776,150.73876063461
2017-06-19,137.079615137913,151.039367902408
2017-06-16,137.034007922808,150.886894231241
2017-06-15,137.414053774118,151.064369015979
2017-06-14,136.816506471621,150.34706890782
2017-06-13,136.540536427924,149.919228928653
2017-06-12,136.330043785068,149.644079624378
2017-06-09,135.30100512164,148.843552876384
2017-06-08,134.390059882488,148.210918485405
2017-06-07,134.60873184749,148.848498277105
2017-06-06,133.73872604274,148.150888401836
2017-06-05,134.391230396302,148.763912508666
2017-06-02,134.933820647735,149.260051555517
2017-06-01,133.645170584902,147.976691515497
2017-05-31,132.994992984411,147.455528512577
2017-05-30,132.862853394358,147.694084135771
2017-05-29,133.09955678524668,147.84651346492228
2017-05-26,133.663884531382,148.192587381119
2017-05-25,134.635625116115,149.163770428331
2017-05-24,134.627445793969,148.624173529885
2017-05-23,133.654520420863,147.678208599972
2017-05-22,133.460414971414,147.555978395566
2017-05-19,133.054632090735,147.196780121545
2017-05-18,132.291043121229,146.389743261749
2017-05-17,131.452598365806,146.031949801327
2017-05-16,130.981338084287,145.059270570526
2017-05-15,131.935549510914,145.81992573904
2017-05-12,131.646718089813,145.304005089308
2017-05-11,132.155391989731,145.85754733251
2017-05-10,132.833619098103,146.520596508981
2017-05-09,131.799898379416,145.648698377383
2017-05-08,132.517894408377,146.254184460021
2017-05-05,133.393752782201,147.031731655476
2017-05-04,132.333138794889,145.990582038259
2017-05-03,133.019559499965,145.889401195348
2017-05-02,134.818053976532,147.759802001231
2017-05-01,135.035555427719,147.615197570472
2017-04-28,134.197110672295,146.716094024288
2017-04-27,135.575804651522,147.591966750461
2017-04-26,135.906731746283,147.580077230484
2017-04-25,137.122881325387,148.888175695354
2017-04-24,136.510131617855,148.542191806168
2017-04-21,137.948464703406,149.932626053467
2017-04-20,138.535477381569,150.688621352481
2017-04-19,138.480520330505,150.755983877765
2017-04-18,138.760001915646,151.140103316616
2017-04-17,138.390476414111,150.741010620619
2017-04-14,137.44455980008937,149.75425395673645
2017-04-13,136.712430664008,149.025116468184
2017-04-12,137.049210327843,149.313914164747
2017-04-11,137.318171563209,149.520947141319
2017-04-10,136.400203241167,148.900145164072
2017-04-07,135.456526438874,147.907935597862
2017-04-06,135.327898390265,147.651254452859
2017-04-05,134.59235892864,146.938431474221
2017-04-04,134.460219338587,146.67799273837
2017-04-03,134.455551557886,147.063037298372
2017-03-31,134.18424929489,146.822882700349
2017-03-30,133.419475537011,146.095817424486
2017-03-29,133.115441710874,145.846925571148
2017-03-28,132.805555315664,145.495459482549
2017-03-27,132.227892473461,144.817117253966
2017-03-24,133.42415759227,145.687542044472
2017-03-23,133.523551344624,145.870750296096
2017-03-22,132.596247461181,144.812868549421
2017-03-21,132.621970215991,144.526971850048
2017-03-20,133.08620741462,144.72541604754
2017-03-17,133.306049893437,144.499058318038
2017-03-16,132.777491533224,144.219306250507
2017-03-15,133.063996201254,144.669280609803
2017-03-14,130.305437728986,141.938654188572
2017-03-13,130.421218674749,142.118036321855
2017-03-10,130.326492703095,142.035632011933
2017-03-09,130.688995121741,142.312871404734
2017-03-08,132.68744761683,144.174534955303
2017-03-07,135.189906231138,146.40718350863
2017-03-06,135.817858343704,146.908701963655
2017-03-03,136.521822481445,147.477537258969
2017-03-02,137.060901191433,148.076341911072
2017-03-01,137.802293222133,148.509093027213
2017-02-28,138.277050770537,149.049398043083
2017-02-27,139.256984951974,149.473617486389
2017-02-24,138.522616004164,148.777024102261
2017-02-23,137.837365812903,148.026590951401
2017-02-22,137.139254244237,147.081334138912
2017-02-21,137.591800579276,147.548828693832
2017-02-20,137.0257884573945,146.89503603275463
2017-02-17,135.879838477658,145.562125311657
2017-02-16,135.578145679152,145.197924530672
2017-02-15,134.840265189897,144.534943881694
2017-02-14,135.360644227964,144.995208786138
2017-02-13,136.137094574875,145.820828017694
2017-02-10,136.035359794892,145.143456595257
2017-02-09,135.141972262962,144.508046840825
2017-02-08,134.869499486152,144.05591386551
2017-02-07,133.762107769921,142.759362283153
2017-02-06,134.232197537624,143.053733549119
2017-02-03,134.519858444911,143.886993596106
2017-02-02,133.76678982518,143.126018632625
2017-02-01,132.266476605676,141.349603282924
2017-01-31,133.958568521558,143.026984984484
2017-01-30,132.942376960976,141.908467828055
2017-01-27,133.771457605881,142.563213756666
2017-01-26,135.181726908992,143.849885958831
2017-01-25,135.434315225508,143.914473120662
2017-01-24,136.344075676288,144.858987551981
2017-01-23,136.298468461183,144.889276703736
2017-01-20,135.184067936622,144.009098166775
2017-01-19,134.181908267261,143.021274360096
2017-01-18,135.576975165337,144.448759138427
2017-01-17,135.38519646896,144.18043974092
2017-01-16,134.48613062774612,143.12254118924298
2017-01-13,134.356143530973,142.906890553599
2017-01-12,134.533890336131,143.293945253386
2017-01-11,133.877874441124,142.688344958261
2017-01-10,134.678891303589,143.418048542592
2017-01-09,135.843595373073,145.313564674534
2017-01-06,137.100670112022,146.26426942269
2017-01-05,137.149774594012,146.243973863614
2017-01-04,136.721780499968,145.463594198462
2017-01-03,134.675379762144,143.68522581522
2017-01-02,135.01202936888933,143.97810978078937
2016-12-30,134.178396725816,143.118172234716
2016-12-29,132.585712836847,141.866963010002
2016-12-28,131.079561322826,140.591152415423
2016-12-27,132.254785742085,141.795477413909
2016-12-26,132.61840815799613,142.0747793802452
2016-12-23,132.038454804713,141.422836330079
2016-12-22,131.680620166768,141.322295077099
2016-12-21,131.90631521466,141.481313123814
2016-12-20,133.915288059524,143.403486450402
2016-12-19,133.703639177411,143.32023696807
2016-12-16,132.329627253444,141.923658088928
2016-12-15,130.268024110586,140.206439071635
2016-12-14,131.109966132896,141.223021582734
2016-12-13,134.194769644666,143.993119839737
2016-12-12,134.233368051439,143.669201803187
2016-12-09,133.373882596465,142.26707219714
2016-12-08,133.592554561467,142.370959876011
2016-12-07,132.766971183449,141.740689683529
2016-12-06,130.071563358949,138.676756959252
2016-12-05,129.367613495767,138.318141168919
2016-12-02,128.353762962816,137.301318811596
2016-12-01,127.039390145173,135.764795371196
2016-11-30,129.030833831932,137.983304418539
2016-11-29,130.442259374299,139.73050421387
2016-11-28,129.25534409145,138.787040537438
2016-11-25,128.657796788952,138.33083017631
2016-11-24,128.42811506865493,138.1057889402257
2016-11-23,127.983066947466,137.704934322109
2016-11-22,128.494081875015,138.679874960168
2016-11-21,126.337767035062,136.423595843122
2016-11-18,126.551756944805,136.658382454221
2016-11-17,126.272275359664,136.429911793696
2016-11-16,127.63693744767,137.840630178822
2016-11-15,127.876664386782,137.936294558574
2016-11-14,129.061238642001,138.860993123266
2016-11-11,126.200945389749,136.296842824201
2016-11-10,125.392919718954,136.101265360152
2016-11-09,127.538714209131,138.276110973422
2016-11-08,129.60498513269,141.576497811118
2016-11-07,128.922075969059,140.730388859257
2016-11-04,126.772769937437,138.330281956369
2016-11-03,125.907431913388,137.298086598192
2016-11-02,126.787972342472,138.087123569917
2016-11-01,128.667160899471,140.130750455993
2016-10-31,131.619824821188,143.081852663607
2016-10-28,129.456486898346,141.084733102548
2016-10-27,129.095140718957,140.629402177575
2016-10-26,132.66406588965,144.117565766406
2016-10-25,134.414612123483,145.997845952481
2016-10-24,134.736189382283,146.335389538821
2016-10-21,134.329250262349,145.97255930769
2016-10-20,134.832085867751,146.17110629642
2016-10-19,135.172362798473,146.675834122351
2016-10-18,134.888213432631,146.254972526186
2016-10-17,134.019363867138,145.473039571201
2016-10-14,133.781992230215,145.281984921667
2016-10-13,134.336273345238,145.685920227146
2016-10-12,133.337625217321,144.887928996381
2016-10-11,131.832644217116,142.984703521514
2016-10-10,133.169242522683,144.195801320525
2016-10-07,132.30039295719,143.479609073497
2016-10-06,132.544787677002,143.760731690882
2016-10-05,132.505033030972,143.477096398766
2016-10-04,135.270600311571,146.342139496848
2016-10-03,137.238647996591,148.72261327309
2016-09-30,139.806584011738,151.502865020256
2016-09-29,140.707008901115,152.333932187478
2016-09-28,142.720663801239,154.234999046326
2016-09-27,141.809718562087,153.416129772797
2016-09-26,143.283138512966,154.595031071507
2016-09-23,142.934653710982,154.276755131853
2016-09-22,142.631790398661,153.820156448266
2016-09-21,140.277844293256,150.947312637269
2016-09-20,138.616171462002,149.125851882393
2016-09-19,138.853557373484,149.387295688136
2016-09-16,137.541511308912,147.96405961435
2016-09-15,137.541511308912,148.247991858934
2016-09-14,137.026999114478,147.604655757851
2016-09-13,136.542877455554,147.149347675376
2016-09-12,140.246268969372,151.061205330068
2016-09-09,138.675810568327,149.194356532555
2016-09-08,144.322697526169,155.288643509704
2016-09-07,146.212406432944,157.18431953913
2016-09-06,145.294452385461,156.653003046047
2016-09-05,145.15640976072157,156.44583948682669
2016-09-02,144.244358747924,155.117347620554
2016-09-01,143.03055019645,154.073765277348
2016-08-31,143.390711587466,154.191575458477
2016-08-30,143.255074730527,154.115966791577
2016-08-29,143.513501341559,154.454641081547
2016-08-26,142.092711688672,152.864072291936
2016-08-25,143.465553098825,154.472115592175
2016-08-24,142.786155476638,153.819756704559
2016-08-23,143.533371527294,154.372773570317
2016-08-22,143.41059604776,154.354705154752
2016-08-19,142.742889289163,153.694522711724
2016-08-18,143.647981959242,154.975598501989
2016-08-17,144.097016752836,155.280877060536
2016-08-16,143.593010633618,154.723748545218
2016-08-15,145.307313762866,156.552187683097
2016-08-12,145.497921945428,156.794112574681
2016-08-11,144.891024806971,156.337114147387
2016-08-10,146.583102448294,157.935597862399
2016-08-09,146.712901010717,158.040182237445
2016-08-08,145.980873090537,157.315526845074
2016-08-05,145.762201125535,157.291085372692
2016-08-04,145.7844123389,157.326194291431
2016-08-03,146.396005807176,157.767762611628
2016-08-02,147.232095260411,158.829025047941
2016-08-01,149.705319578464,161.335086875729
2016-07-29,149.20716602832,160.514675733615
2016-07-28,147.386460338388,159.041311798949
2016-07-27,146.051032546636,158.158163737307
2016-07-26,147.332673801139,159.690427051913
2016-07-25,148.022591773101,160.204543144338
2016-07-22,148.196827036814,160.552023217115
2016-07-21,146.925720406645,159.227169780289
2016-07-20,146.650920876763,159.070584459564
2016-07-19,146.695357578053,159.229910879996
2016-07-18,145.952809308097,158.462962603405
2016-07-15,145.587965861822,158.411955306369
2016-07-14,145.596145183967,158.549901149092
2016-07-13,146.838017517881,159.557860617364
2016-07-12,146.142246976845,158.938817512429
2016-07-11,146.162131437139,158.631060542898
2016-07-08,145.158801253963,157.862022177781
2016-07-07,142.868005796327,155.317345107879
2016-07-06,144.426773333783,156.884043487547
2016-07-05,144.896863101486,157.706544718186
2016-07-04,143.7944721243816,156.53736748429142
2016-07-01,143.493616881264,156.107661259467
2016-06-30,143.395393642725,156.157811962844
2016-06-29,141.983953825799,154.732337324298
2016-06-28,140.240430674856,152.536807829494
2016-06-27,137.605832470496,149.458130273048
2016-06-24,137.559054741577,149.021530196069
2016-06-23,138.85705464037,151.215552086034
2016-06-22,138.108668075899,150.187970912364
2016-06-21,138.396328983185,150.359106904031
2016-06-20,137.737972060549,149.379723400197
2016-06-17,137.711078791924,149.283019686807
2016-06-16,137.865429595343,149.664637872176
2016-06-15,137.063242219063,148.647210188668
2016-06-14,135.797988157969,147.380673648095
2016-06-13,136.175692981649,147.955973370216
2016-06-10,136.313670866218,147.967988523929
2016-06-09,136.949816575489,148.497991573403
2016-06-08,136.655132585313,148.282518293985
2016-06-07,135.753551456679,147.813242024256
2016-06-06,135.013329939795,146.984790323004
2016-06-03,136.023668931302,147.826810467803
2016-06-02,135.555920191228,147.42487388086
2016-06-01,134.96071391636,146.83519480653
2016-05-31,134.849629300416,147.05577338415
2016-05-30,134.84291519277176,147.20479413167809
2016-05-27,134.834426895381,147.171927484207
2016-05-26,134.159697053895,146.542582412876
2016-05-25,133.82291739006,146.415304016511
2016-05-24,133.828755684575,146.210292600972
2016-05-23,132.23257452872,144.701694113831
2016-05-20,132.306245526264,144.54917475767
2016-05-19,131.231585373174,143.631774370946
2016-05-18,132.713184646199,145.035719955549
2016-05-17,134.712807655103,147.071511864964
2016-05-16,137.347405859464,149.549203310792
2016-05-13,135.992093607417,148.174347646823
2016-05-12,137.387160505494,149.987482311341
2016-05-11,136.51130213167,148.896193411995
2016-05-10,139.63351926184,152.419637238296
2016-05-09,139.628851481139,152.025238675546
2016-05-06,138.192859423218,150.792554716348
2016-05-05,136.729974096672,149.574364321846
2016-05-04,136.406055810241,149.18823474321
2016-05-03,134.412271095853,147.137138360434
2016-05-02,134.304698021353,147.237165657219
2016-04-29,132.067689100968,145.121779065079
2016-04-28,133.338795731136,146.054027075212
2016-04-27,133.645170584902,146.642015804724
2016-04-26,133.900099929048,147.130514036144
2016-04-25,133.394923296016,146.727161214353
2016-04-22,132.185796799801,145.780670906996
2016-04-21,130.798923498429,143.97666182025
2016-04-20,133.216005977043,146.598603638125
2016-04-19,135.505645195423,148.89073405508
2016-04-18,135.400398873994,148.949096636328
2016-04-15,134.778285055943,148.0928798793
2016-04-14,133.751587420145,147.134591421957
2016-04-13,134.532719822316,148.16624998144
2016-04-12,135.116235233594,148.849057918295
2016-04-11,134.124610188566,147.87836598478
2016-04-08,134.483615340326,148.475457449567
2016-04-07,133.659202476122,147.61185114458
2016-04-06,134.542083932835,148.504524527703
2016-04-05,134.271952183654,147.927648673251
2016-04-04,135.082333156638,148.924084101508
2016-04-01,135.272941339201,148.924678006444
2016-03-31,135.520847600457,148.642013520474
2016-03-30,134.662518384739,147.859064074348
2016-03-29,135.087000937339,148.262656742363
2016-03-28,132.479310276162,145.670695702527
2016-03-25,131.11178905800375,144.32126341294295
2016-03-24,131.285371910423,144.423780867352
2016-03-23,131.202351076919,144.320704097145
2016-03-22,131.969465862429,144.946782691326
2016-03-21,131.969465862429,145.012077970581
2016-03-18,133.197306305123,146.12779692106
2016-03-17,133.786660010916,146.844274699307
2016-03-16,131.88059245985,144.555376495755
2016-03-15,130.384961295605,143.184609638849
2016-03-14,130.390813864679,142.943061648475
2016-03-11,130.490207617033,143.137382775158
2016-03-10,127.541055236761,139.597400980628
2016-03-09,128.083631213635,139.772968416821
2016-03-08,127.374999295194,139.190815945434
2016-03-07,128.653114733693,140.432317108688
2016-03-04,128.324528666561,140.292155543703
2016-03-03,128.363112798776,140.106263298617
2016-03-02,127.846259576712,139.677989311995
2016-03-01,126.88386882794,138.864442340397
2016-02-29,123.43771913678,135.040756726259
2016-02-26,123.837649448385,135.064250234992
2016-02-25,124.581368232155,135.560000959385
2016-02-24,122.020441025339,133.209873441142
2016-02-23,122.158433184466,133.247255188388
2016-02-22,122.559519735327,133.65945947798
2016-02-19,121.376115993922,132.032262743544
2016-02-18,120.646429101372,131.520864908327
2016-02-17,119.57879916845,130.260061834641
2016-02-16,118.549746230464,129.110467460291
2016-02-15,117.61828798274819,128.2329909967385
2016-02-12,116.415642603876,126.904099200398
2016-02-11,115.160908892558,125.262625904991
2016-02-10,116.719683567292,126.870006772801
2016-02-09,115.940877918193,126.148275220116
2016-02-08,118.160350543193,128.508887444735
2016-02-05,121.648588770733,132.461907280018
2016-02-04,124.163908762445,136.141114097133
2016-02-03,124.124139841856,136.106519134589
2016-02-02,123.201503739114,135.472571300001
2016-02-01,124.412985537517,136.910872000923
2016-01-29,124.25627943191,136.672533381455
2016-01-28,121.749153036902,134.140008520252
2016-01-27,122.717396354749,135.378494473829
2016-01-26,125.168395184877,137.889410332347
2016-01-25,122.480010443267,135.243986426988
2016-01-22,123.269336442142,136.363542917055
2016-01-21,120.004445097585,132.814446966002
2016-01-20,119.235003559004,131.681082186164
2016-01-19,122.65658673461,135.839033488244
2016-01-18,122.7638292316251,135.92540760356633
2016-01-15,122.004068106489,134.831028334976
2016-01-14,122.862397322207,136.555534108988
2016-01-13,123.035462072105,136.535809612351
2016-01-12,124.865531872556,138.474532328416
2016-01-11,125.797517811259,139.211431299475
2016-01-08,124.996500948794,138.424564365019
2016-01-07,126.706122022782,140.366085287033
2016-01-06,129.181673093906,143.17563253731
2016-01-05,129.657615430684,144.023020669034
2016-01-04,127.084997360277,141.121795054828
2016-01-01,128.155747870341,142.243747469083
2015-12-31,128.740817622457,142.835964598697
2015-12-30,129.834191722026,144.02072499803
2015-12-29,130.507751049698,144.821799965965
2015-12-28,129.316153711589,143.445733649626
2015-12-25,128.67865685406542,142.74478439894798
2015-12-24,128.612189573848,142.747004491977
2015-12-23,128.632074034142,142.802466076036
2015-12-22,127.31536018887,141.047065824083
2015-12-21,126.91425936345,140.398807164778
2015-12-18,126.440672328861,139.505037341773
2015-12-17,127.923427841142,141.511842121794
2015-12-16,128.524486685084,142.457989791688
2015-12-15,126.066464772066,139.750845457941
2015-12-14,124.749765201352,138.31841527889
2015-12-11,124.274993378389,137.53624247768
2015-12-10,124.531078961791,137.984115327202
2015-12-09,125.472429011014,139.167916341637
2015-12-08,126.207968472639,140.20565100547
2015-12-07,126.333084979803,140.312645264008
2015-12-04,126.755226504772,140.415893352947
2015-12-03,124.293707324868,137.592377915417
2015-12-02,126.266437065148,139.551784513015
2015-12-01,128.959503862018,142.4639402623
2015-11-30,127.182050085001,140.236499798415
2015-11-27,128.221623372763,141.422151055152
2015-11-26,128.57226589944528,141.94601742713166
2015-11-25,127.139954411342,140.394250086516
2015-11-24,126.523693162365,139.900920666864
2015-11-23,127.199593517666,140.866290298449
2015-11-20,126.97272795596,140.777535774206
2015-11-19,125.452544550719,139.194950437491
2015-11-18,125.045605430784,138.738922816343
2015-11-17,123.900800096153,137.01852869189
2015-11-16,123.852851853419,136.82875322222
2015-11-13,122.509244739522,135.063359377588
2015-11-12,123.975627332954,136.775530202921
2015-11-11,125.033914567194,137.638097174269
2015-11-10,124.853826734407,137.318507791005
2015-11-09,123.47046497448,136.204798980311
2015-11-06,125.714496977755,138.007289040969
2015-11-05,129.780390910218,142.677905936879
2015-11-04,129.283407873889,142.695528923741
2015-11-03,129.851720880132,143.50702007056
2015-11-02,131.174287294479,145.002061535404
2015-10-30,128.46718860639,141.62875002427
2015-10-29,129.669306294274,142.636344012582
2015-10-28,129.880955176387,142.667638234229
2015-10-27,129.794422801438,142.690903317987
2015-10-26,129.801445884327,142.765301332517
2015-10-23,129.800275370512,142.46842881307
2015-10-22,131.161425917074,144.197297504115
2015-10-21,130.018947335514,142.19985814809
2015-10-20,130.515930371843,142.369680696148
2015-10-19,130.520612427102,142.51883078392
2015-10-16,128.704574517871,140.626969451586
2015-10-15,127.752704118874,139.262164486541
2015-10-14,125.997475829782,137.315869482537
2015-10-13,126.95869606474,138.337408815605
2015-10-12,127.987749002726,139.398853991898
2015-10-09,127.175041276671,138.640174699421
2015-10-08,127.351617568013,138.957217144208
2015-10-07,126.316712060953,137.84662633443
2015-10-06,124.905286518586,136.627602188768
2015-10-05,125.38472612225,137.138840126502
2015-10-02,123.231908549183,134.598091966179
2015-10-01,122.27185882804,133.492515084614
2015-09-30,121.711725143943,132.749277320484
2015-09-29,120.811314529124,131.459144479939
2015-09-28,119.395206931497,129.832416016702
2015-09-25,121.758502872862,132.333178385058
2015-09-24,121.18550781136,131.279111335475
2015-09-23,122.395819095948,132.606408919538
2015-09-22,121.556203826709,132.110772407634
2015-09-21,123.212038363448,133.793088088665
2015-09-18,122.092941509068,132.760241719309
2015-09-17,122.409850987168,133.118800403399
2015-09-16,121.100145950226,131.863251104149
2015-09-15,119.753027294883,130.279066792605
2015-09-14,118.653822038077,129.088298816416
2015-09-11,118.590678527588,129.228974337596
2015-09-10,116.52205943912,127.314955782635
2015-09-09,116.201652694134,127.08509172976
2015-09-08,117.610744346151,128.887204889208
2015-09-07,116.7541108248948,127.99852969747451
2015-09-04,115.772488086275,126.834589480345
2015-09-03,118.117084355719,129.483519709078
2015-09-02,117.791995555473,129.198433918368
2015-09-01,116.51737738386,127.736822448693
2015-08-31,118.803505060795,130.382474779027
2015-08-28,121.585438122964,133.202735160657
2015-08-27,121.770193736452,133.546720331308
2015-08-26,119.505128170906,130.740576613166
