日期,"最新价 
(RMZ Index)","自由流通股市值 
(RMZ Index)","股票指数每日净股利 
(RMZ Index)"
2010-09-28,720.74,279875.3125,0.15975633077323437
2010-09-27,717.6,278440.46875,0.427697986364365
2010-09-24,726.96,282051.21875,0.926703989505768
2010-09-23,705.1,273295.09375,0.5047194355477892
2010-09-22,724.69,280878.40625,0.0174880009144545
2010-09-21,733.59,283961.71875,0.4829704753226706
2010-09-20,746.65,288445.46875,0.0222549997270107
2010-09-17,728.17,281311.46875,0.105530999600887
2010-09-16,725.68,280317.5625,0.00774799985811114
2010-09-15,730.8,282282.625,0.0109130004420877
2010-09-14,724.67,279876.40625,0.259902000427246
2010-09-13,726.57,280612.28125,0.251397997140884
2010-09-10,715.86,276467.78125,0.017841000109911
2010-09-09,712.12,275020.75,0.635717988014221
2010-09-08,719.36,277732.875,0.124580003321171
2010-09-07,717.74,276773.84375,0.25937966381510097
2010-09-06,722.1338927738925,281464.25,0.33989255171683097
2010-09-03,729.91,281464.25,0.2412840729510343
2010-09-02,720.17,277707.21875,0.28018542949432207
2010-09-01,710.93,274188.03125,0.0763700008392334
2010-08-31,688.16,265424.46875,0.1992798344281966
2010-08-30,681.82,262984.8125,0.1852784215872507
2010-08-27,689.13,265799.0625,0.15364275228489357
2010-08-26,677.38,261270.125,0.0586949996650219
2010-08-25,682.05,263063.59375,0.00944999977946281
2010-08-24,669.28,258137.9375,0.07392925057645942
2010-08-23,672.99,259574.578125,0.047358083340314716
2010-08-20,676.18,260804.09375,0.00649000005796552
2010-08-19,678.15,261539.90625,0.042592444658246555
2010-08-18,696.96,268783.1875,0.03214684268550893
2010-08-17,697.16,268464.53125,0.00780999986454844
2010-08-16,680.47,262042.875,0.336584001779556
2010-08-13,679.82,261768.75,0.0477260015904903
2010-08-12,681.26,262335.90625,0.0977540016174316
2010-08-11,689.66,265583.1875,0.560108006000519
2010-08-10,708.33,272726.84375,0.36082398891449
2010-08-09,717.13,276031.03125,0.3395619988441469
2010-08-06,707.71,272227.53125,0.4201646645863853
2010-08-05,710.72,272621.125,0.27471399307251
2010-08-04,720.2,276110.96875,0.0276480000466108
2010-08-03,715.82,273998.65625,0.57564502954483
2010-08-02,722.97,276452.53125,0.0188100002706051
2010-07-30,698.96,267243.40625,0.20736767662068198
2010-07-29,695.21,265746.5,0.2672742354787057
2010-07-28,701.35,268085.1875,0.1644839707899976
2010-07-27,703.21,268779.59375,0.0829140022397041
2010-07-26,704.17,268617.46875,0.393285989761353
2010-07-23,686.06,261704.53125,0.21356132093035154
2010-07-22,678.58,258856.125,0.22992043764380288
2010-07-21,652.18,248789.40625,0.27892258277850246
2010-07-20,668.17,254974.671875,0.0824059993028641
2010-07-19,655.18,250017.4375,0.19708300657505648
2010-07-16,645.42,246291.796875,0.00747699989005923
2010-07-15,668.55,255103.703125,0.09565533525599328
2010-07-14,670.74,255927.515625,0.10007178057370299
2010-07-13,674.78,257462.625,0.0677347052399185
2010-07-12,658.18,251129.34375,0.0359250009059906
2010-07-09,657.75,250974.125,0.165737003087997
2010-07-08,648.18,247328.96875,0.08979890307796869
2010-07-07,641.29,244700.84375,0.0276740007102489
2010-07-06,610.05,232786.609375,0.105140000581741
2010-07-05,608.0693006993005,238024.0625,0.07420430145665287
2010-07-02,623.78,238024.0625,0.0378720015287399
2010-07-01,637.14,243122.359375,0.07240543452237792
2010-06-30,638.27,243552.671875,0.0152399996295571
2010-06-29,644.91,246078.78125,0.263148009777069
2010-06-28,668.19,254951.78125,0.0109559996053576
2010-06-25,677.89,258649.921875,0.386397004127502
2010-06-24,658.9,251399.375,1.05612897872925
2010-06-23,674.88,257435.296875,0.0178040005266666
2010-06-22,672.04,256355.859375,0.4867766611278062
