,lamar.csv
402,0.741339491916859
403,0.74677353620432
404,0.7579133269936149
405,0.7445999184893357
406,0.7721776932482001
407,0.7763890775709823
408,0.7758456731422361
409,0.7816872707512565
410,0.7816872707512565
411,0.7728569487841326
412,0.7816872707512565
413,0.7858986550740388
414,0.7777475886428473
415,0.7863062083955985
416,0.7796495041434588
417,0.781008015215324
418,0.7686455644613504
419,0.7619888602092106
420,0.7615813068876511
421,0.7670153511751121
422,0.7657926912104334
423,0.7731286509985056
424,0.7785626952859666
425,0.780464610786578
426,0.7743513109631843
427,0.7611737535660916
428,0.8232577095503328
429,0.8167368564053799
430,0.8170085586197526
431,0.8197255807634833
432,0.8361635647330525
433,0.8509713354163837
434,0.8479826110582802
435,0.8478467599510935
436,0.8550468686319792
437,0.8569487841325907
438,0.8591224018475752
439,0.8649639994565956
440,0.8554544219535389
441,0.8551827197391659
442,0.8558619752750984
443,0.8452655889145495
444,0.8380654802336638
445,0.8399673957342753
446,0.8368428202689853
447,0.8413259068061405
448,0.8463523977720417
449,0.8451297378073632
450,0.832631435946203
451,0.8270615405515553
452,0.8285559027306073
453,0.8380654802336638
454,0.8267898383371823
455,0.8051895122945252
456,0.7826382285015623
457,0.7693248199972831
458,0.7710908843907078
459,0.789023230539329
460,0.784404292894987
461,0.784132590680614
462,0.7907892949327537
463,0.7868496128243445
464,0.7948648281483495
465,0.7876647194674637
466,0.7811438663225105
467,0.8007064257573699
468,0.8019290857220487
469,0.8038310012226599
470,0.8026083412579812
471,0.8050536611873387
472,0.8045102567585924
473,0.8046461078657792
474,0.8095367477244939
475,0.7994837657926912
476,0.8098084499388669
477,0.8039668523298467
478,0.7918761037902458
479,0.7920119548974325
480,0.7973101480777067
481,0.7888873794321423
482,0.7857628039668523
483,0.7719059910338268
484,0.7738079065344383
485,0.7803287596793915
486,0.7902458905040075
487,0.7856269528596658
488,0.7948648281483495
489,0.7935063170764842
490,0.7935063170764842
491,0.7887515283249558
492,0.7997554680070642
493,0.7964950414345877
494,0.786442059502785
495,0.7697323733188426
496,0.778155141964407
497,0.7689172666757234
498,0.7702757777475886
499,0.7693248199972831
500,0.7767966308925418
501,0.7693248199972831
502,0.7670153511751121
503,0.7619888602092106
504,0.7716342888194538
505,0.7705474799619616
506,0.7685097133541638
507,0.7678304578182313
508,0.7681021600326041
509,0.7664719467463659
510,0.7660643934248064
511,0.7576416247792419
512,0.7575057736720554
513,0.7545170493139519
514,0.7671512022822986
515,0.7591359869582937
516,0.7644341801385681
517,0.7618530091020241
518,0.7615813068876511
519,0.7470452384186932
520,0.7524792827061539
521,0.7399809808449938
522,0.7390300230946882
523,0.734818638771906
524,0.7363130009509578
525,0.7333242765928543
526,0.737128107594077
527,0.741339491916859
528,0.7398451297378072
529,0.7277543811982068
530,0.7280260834125798
531,0.74364896073903
532,0.7307431055563103
533,0.7232712946610516
534,0.7183806548023366
535,0.7398451297378072
536,0.734546936557533
537,0.7323733188425485
538,0.7194674636598288
539,0.7054747996196169
540,0.7022143730471404
541,0.6872707512566227
542,0.6838744735769597
543,0.6632251052846081
544,0.6621382964271159
545,0.7008558619752752
546,0.6764026626817008
547,0.6734139383235973
548,0.6640402119277271
549,0.6484173346012769
550,0.6291264773807907
551,0.6139111533759001
552,0.6164923244124441
553,0.6071185980165739
554,0.6235565819861433
555,0.6587420187474529
556,0.6807498981116695
557,0.6834669202554
558,0.6799347914685505
559,0.6897160711859802
560,0.688357560114115
561,0.6738214916451568
562,0.6747724493954625
563,0.682923515826654
564,0.671512022822986
565,0.6898519222931667
566,0.6611873386768101
567,0.6660779785355251
568,0.6834669202554
569,0.682380111397908
570,0.7191957614454558
571,0.7081918217633474
572,0.725988316804782
573,0.7149843771226736
574,0.74677353620432
575,0.7429697052030975
576,0.7504415160983562
577,0.7475886428474392
578,0.7383507675587555
579,0.7409319385952995
580,0.7421545985599782
581,0.745958429561201
582,0.7435131096318435
583,0.7386224697731287
584,0.7357695965222117
585,0.7330525743784813
586,0.7333242765928543
587,0.7148485260154871
588,0.7235429968754246
589,0.7344110854503465
590,0.7221844858035593
591,0.7071050129058551
592,0.7085993750849069
593,0.7147126749083004
594,0.7225920391251188
595,0.7239505501969841
596,0.7206901236245076
597,0.7107729927998914
598,0.7092786306208396
599,0.7197391658742018
600,0.7244939546257303
601,0.7196033147670153
602,0.7202825703029481
603,0.7210976769460671
604,0.7204184214101346
605,0.7234071457682381
606,0.7227278902323053
607,0.7187882081238963
608,0.7212335280532536
609,0.7110446950142644
610,0.7106371416927049
611,0.7075125662274149
612,0.7138975682651814
613,0.7189240592310828
614,0.7164787393017253
615,0.7050672462980574
616,0.7155277815514196
617,0.7204184214101346
618,0.7085993750849069
619,0.7004483086537154
620,0.7007200108680887
621,0.6927047955440837
622,0.694335008830322
623,0.6941991577231355
624,0.6927047955440837
625,0.6961010732237467
626,0.6992256486890367
627,0.6966444776524929
628,0.6902594756147262
629,0.6927047955440837
630,0.6867273468278767
631,0.6868631979350632
632,0.6808857492188563
633,0.6738214916451568
634,0.6785762803966853
635,0.6867273468278767
636,0.6879500067925552
637,0.6811574514332293
638,0.6736856405379703
639,0.6617307431055564
640,0.6624099986414889
641,0.6489607390300232
642,0.6330661594891998
643,0.6349680749898112
644,0.6293981795951638
645,0.630756690667029
646,0.6463795679934792
647,0.6476022279581579
648,0.6565684010324684
649,0.6572476565684011
650,0.6656704252139654
651,0.6615948919983698
652,0.6636326586061676
653,0.6569759543540279
654,0.6417606303491374
655,0.63931531041978
656,0.6474663768509714
657,0.6406738214916452
658,0.6394511615269665
659,0.6496399945659557
660,0.637005841597609
661,0.6417606303491374
662,0.6356473305257437
663,0.6269528596658063
664,0.6507268034234479
665,0.6617307431055564
666,0.6584703165330796
667,0.6511343567450074
668,0.637277543811982
669,0.6480097812797174
670,0.6731422361092243
671,0.686319793506317
672,0.694335008830322
673,0.7068333106914821
674,0.7117239505501969
675,0.7037087352261922
676,0.7084635239777204
677,0.6929764977584567
678,0.6954218176878142
679,0.6849612824344518
680,0.67721776932482
681,0.6641760630349136
682,0.7527509849205272
683,0.7447357695965222
684,0.745415025132455
685,0.7418828963456052
686,0.731694063306616
687,0.7278902323053933
688,0.7228637413394918
689,0.7128107594076891
690,0.7124032060861296
691,0.7147126749083004
692,0.7197391658742018
693,0.7137617171579949
694,0.7187882081238963
695,0.7213693791604401
696,0.7321016166281755
697,0.7247656568401033
698,0.732237467735362
699,0.7249015079472898
700,0.7239505501969841
701,0.7102295883711451
702,0.7081918217633474
703,0.7152560793370466
704,0.7133541638364354
705,0.7140334193723679
706,0.7140334193723679
707,0.7069691617986686
708,0.7016709686183944
709,0.7210976769460671
710,0.7149843771226736
711,0.7083276728705339
712,0.7191957614454558
713,0.7310148077706833
714,0.7303355522347508
715,0.7307431055563103
716,0.7250373590544763
717,0.7216410813748133
718,0.7190599103382693
719,0.7198750169813883
720,0.7306072544491238
721,0.728841190055699
722,0.7219127835891863
723,0.7303355522347508
724,0.735362043200652
725,0.7397092786306207
726,0.7439206629534032
727,0.7509849205271022
728,0.7530226871349002
729,0.749626409455237
730,0.7564189648145632
731,0.7560114114930037
732,0.7452791740252682
733,0.7477244939546257
734,0.7494905583480505
735,0.7591359869582937
736,0.7591359869582937
737,0.7615813068876511
738,0.7526151338133407
739,0.7509849205271022
740,0.7410677897024862
741,0.7335959788072273
742,0.7311506588778698
743,0.73427523434316
744,0.731965765520989
745,0.7270751256622741
746,0.7060182040483629
747,0.7163428881945388
748,0.7170221437304714
749,0.7134900149436219
750,0.7255807634832223
751,0.7323733188425485
752,0.7349544898790925
753,0.7469093873115067
754,0.7477244939546257
755,0.7463659828827605
756,0.7375356609156365
757,0.7337997554680071
758,0.7365847031653308
759,0.7452791740252682
760,0.7387583208803152
761,0.7398451297378072
762,0.7359054476293982
763,0.7412036408096725
764,0.7399809808449938
765,0.741339491916859
766,0.7299279989131913
767,0.7364488520581443
768,0.7354978943078385
769,0.7367205542725173
770,0.7312865099850565
771,0.7274826789838338
772,0.7239505501969841
773,0.7152560793370466
774,0.7212335280532536
775,0.7301997011275643
776,0.7297921478060045
777,0.7341393832359733
778,0.7242222524113571
779,0.7284336367341395
780,0.7212335280532536
781,0.7200108680885748
782,0.7124032060861296
783,0.7186523570167098
784,0.7098220350495856
785,0.7054747996196169
786,0.7084635239777204
787,0.7085993750849069
788,0.7287053389485123
789,0.7261241679119685
790,0.725988316804782
791,0.7178372503735906
792,0.7153919304442331
793,0.7280260834125798
794,0.7126749083005026
795,0.7189240592310828
796,0.7164787393017253
797,0.7172938459448446
798,0.7170221437304714
799,0.7162070370873521
800,0.7085993750849069
801,0.7079201195489744
802,0.7057465018339899
803,0.6969161798668659
804,0.6977992120635783
805,0.6935199021872029
806,0.7004483086537154
807,0.6999049042249694
808,0.6978671376171717
809,0.697731286509985
810,0.6898519222931667
811,0.6871349001494362
812,0.6936557532943894
813,0.691753837793778
814,0.6927047955440837
815,0.6929764977584567
816,0.6872707512566227
817,0.6875424534709957
818,0.6810216003260428
819,0.6791196848254313
820,0.6747724493954625
821,0.6706969161798668
822,0.6727346827876648
823,0.6693384051080016
824,0.6660779785355251
825,0.6690667028936286
826,0.6704252139654938
827,0.6632251052846081
828,0.6523570167096862
829,0.6467871213150387
830,0.6565684010324684
831,0.6548023366390436
832,0.6554815921749761
833,0.6644477652492868
834,0.6632251052846081
835,0.6658062763211521
836,0.6652628718924058
837,0.6625458497486754
838,0.6629534030702351
839,0.6583344654258931
840,0.6545306344246706
841,0.6484173346012769
842,0.6473305257437849
843,0.6455644613503599
844,0.6603722320336911
845,0.6480097812797174
846,0.6535796766743649
847,0.6571118054612146
848,0.6545306344246706
849,0.6508626545306344
850,0.6535796766743649
851,0.6485531857084634
852,0.6433908436353757
853,0.6500475478875152
854,0.6500475478875152
855,0.6447493547072409
856,0.6496399945659557
857,0.6516777611737534
858,0.6489607390300232
859,0.6482814834940904
860,0.6459040891183263
861,0.6428474392066295
862,0.6399945659557125
863,0.6401304170628992
864,0.6409455237060182
865,0.6368699904904225
866,0.6332020105963863
867,0.6298057329167233
868,0.6236245075397364
869,0.6240999864148893
870,0.6092922157315581
871,0.6322510528460807
872,0.6277679663089255
873,0.6226056242358375
874,0.619345197663361
875,0.6209754109495993
876,0.6088846624099986
877,0.6072544491237604
878,0.6058959380518951
879,0.5963863605488384
880,0.6022279581578591
881,0.5914957206901237
882,0.5863333786170357
883,0.5834805053661187
884,0.5720690123624508
885,0.5470724086401304
886,0.5530498573563374
887,0.5598424127156636
888,0.570302947969026
889,0.5864692297242222
890,0.5802200787936422
891,0.5947561472626002
892,0.5938051895122944
893,0.5821219942942535
894,0.584567314223611
895,0.5951637005841597
896,0.5958429561200924
897,0.5958429561200924
898,0.5886428474392067
899,0.5936693384051079
900,0.5919032740116832
901,0.6027713625866051
902,0.6094280668387446
903,0.6117375356609156
904,0.6229452520038039
905,0.6223339220214645
906,0.6216546664855318
907,0.6249150930580083
908,0.6325227550604537
909,0.6270887107729928
910,0.6408096725988317
911,0.6461078657791062
912,0.6435946202961553
913,0.6356473305257437
914,0.6409455237060182
915,0.642168183670697
916,0.6390436082054067
917,0.6352397772041842
918,0.637549246026355
919,0.6358511071865236
920,0.6327944572748267
921,0.6290585518271974
922,0.628447221844858
923,0.6249830186116017
924,0.6240320608612959
925,0.6223339220214645
926,0.6190734954489878
927,0.619616899877734
928,0.6171715799483766
929,0.6154055155549518
930,0.6182583888058688
931,0.6120092378752886
932,0.6012770004075534
933,0.6063034913734546
934,0.6151338133405788
935,0.6177149843771226
936,0.6095639179459313
937,0.6073903002309469
938,0.6208395598424128
939,0.628447221844858
940,0.6293981795951638
941,0.6303491373454695
942,0.6298057329167233
943,0.6295340307023503
944,0.6314359462029615
945,0.6428474392066295
946,0.6463795679934792
947,0.6440700991713082
948,0.645836163564733
949,0.6413530770275777
950,0.6440700991713082
951,0.6366662138296426
952,0.6337454150251325
953,0.63931531041978
954,0.6376850971335417
955,0.6463795679934792
956,0.6488248879228367
957,0.6488248879228367
958,0.6450210569216139
959,0.6461078657791062
960,0.6452927591359869
961,0.63619073495449
962,0.628447221844858
963,0.6277000407553321
964,0.6266811574514333
965,0.6234207308789566
966,0.6216546664855318
967,0.6181225376986823
968,0.6099714712674909
969,0.6065751935878279
970,0.6041298736584704
971,0.6030430648009781
972,0.6121450889824751
973,0.6145904089118326
974,0.6156772177693248
975,0.6124167911968483
976,0.6090205135171851
977,0.5967939138703979
978,0.5967939138703979
979,0.5957071050129059
980,0.5963863605488384
981,0.6010052981931804
982,0.6037223203369109
983,0.6145904089118326
984,0.6067110446950144
985,0.6031789159081646
986,0.5938051895122944
987,0.5961146583344654
988,0.6008694470859939
989,0.6015487026219264
990,0.6034506181225376
991,0.6087488113028121
992,0.6136394511615268
993,0.6121450889824751
994,0.6007335959788072
995,0.5954354027985329
996,0.5933976361907349
997,0.6010052981931804
998,0.6026355114794186
999,0.6041298736584704
1000,0.6015487026219264
1001,0.6042657247656569
1002,0.6034506181225376
1003,0.6050808314087759
1004,0.6143187066974596
1005,0.6238282842005163
1006,0.6211112620567858
1007,0.6332020105963863
1008,0.6332020105963863
1009,0.6322510528460807
1010,0.6386360548838474
1011,0.6031789159081646
1012,0.6064393424806411
1013,0.6016845537291129
1014,0.6035864692297241
1015,0.6156772177693248
1016,0.6144545578046461
1017,0.6177149843771226
1018,0.6254584974867545
1019,0.6269528596658063
1020,0.6247792419508218
1021,0.6209754109495993
1022,0.6189376443418013
1023,0.6277679663089255
1024,0.631300095095775
1025,0.6268170085586198
1026,0.627632115201739
1027,0.6360548838473032
1028,0.6413530770275777
1029,0.6452927591359869
1030,0.6423040347778834
1031,0.6466512702078522
1032,0.6433908436353757
1033,0.6322510528460807
1034,0.6314359462029615
1035,0.6420323325635104
1036,0.6450210569216139
1037,0.6478739301725309
1038,0.6543947833174841
1039,0.6523570167096862
1040,0.6497758456731422
1041,0.6587420187474529
1042,0.6499116967803287
1043,0.6543947833174841
1044,0.6273604129873658
1045,0.6063034913734546
1046,0.6087488113028121
1047,0.6113299823393561
1048,0.6030430648009781
1049,0.6073903002309469
1050,0.6133677489471541
1051,0.6223339220214645
1052,0.6175791332699361
1053,0.6243716886292623
1054,0.6190734954489878
1055,0.6152696644477653
1056,0.6121450889824751
1057,0.6084771090884391
1058,0.6023638092650456
1059,0.5868767830457817
1060,0.5775030566499118
1061,0.5658198614318708
1062,0.587420187474528
1063,0.5906806140470044
1064,0.5887786985463932
1065,0.5938051895122944
1066,0.5940768917266677
1067,0.6014128515147399
1068,0.6072544491237604
1069,0.6200244531992936
1070,0.6071185980165739
1071,0.6077978535525064
1072,0.6126884934112213
1073,0.6154055155549518
1074,0.6137753022687134
1075,0.6142507811438664
1076,0.622741475343024
1077,0.619345197663361
1078,0.6257301997011275
1079,0.6283113707376715
1080,0.6254584974867545
1081,0.6274962640945525
1082,0.627632115201739
1083,0.6359190327401167
1084,0.6270887107729928
1085,0.6308925417742155
1086,0.6322510528460807
1087,0.6285830729520445
1088,0.6235565819861433
1089,0.6054204591767423
1090,0.6096997690531178
1091,0.6183942399130553
1092,0.6121450889824751
1093,0.6135036000543406
1094,0.6116016845537291
1095,0.6056242358375221
1096,0.6082054068740661
1097,0.6091563646243716
1098,0.6053525336231491
1099,0.6026355114794186
1100,0.5997826382285016
1101,0.5999184893356881
1102,0.5965222116560249
1103,0.5980165738350767
1104,0.6042657247656569
1105,0.6052166825159626
1106,0.6109224290177964
1107,0.6136394511615268
1108,0.6166281755196306
1109,0.6188017932346148
1110,0.6126884934112213
1111,0.6111941312321696
1112,0.6162206221980708
1113,0.6171715799483766
1114,0.6054883847303356
1115,0.5910881673685642
1116,0.585110718652357
1117,0.5800842276864557
1118,0.5900013585110719
1119,0.5852465697595435
1120,0.5882352941176472
1121,0.5823936965086265
1122,0.576280396685233
1123,0.5712539057193315
1124,0.5470724086401304
1125,0.5523706018204049
1126,0.5597065616084771
1127,0.5592990082869176
1128,0.5626952859665806
1129,0.5597065616084771
1130,0.5587556038581714
1131,0.5644613503600056
1132,0.5606575193587828
1133,0.5644613503600056
1134,0.5656840103246841
1135,0.5610650726803423
1136,0.5598424127156636
1137,0.5620160304306481
1138,0.5598424127156636
1139,0.5583480505366119
1140,0.5516913462844721
1141,0.5552234750713219
1142,0.5631028392881403
1143,0.5690802880043473
1144,0.5597065616084771
1145,0.5648689036815651
1146,0.567993479146855
1147,0.5650047547887516
1148,0.5660915636462438
1149,0.5655481592174976
1150,0.5590273060725446
1151,0.5455780464610787
1152,0.5455780464610787
1153,0.5564461350360006
1154,0.5583480505366119
1155,0.5273739980980845
1156,0.5173210161662818
1157,0.5143322918081783
1158,0.5156908028800435
1159,0.5178644205950278
1160,0.5188153783453335
1161,0.5208531449531313
1162,0.5144681429153648
1163,0.5059095231626138
1164,0.5038717565548159
1165,0.5006113299823394
1166,0.4942263279445727
1167,0.4976226056242358
1168,0.5007471810895259
1169,0.5002037766607799
1170,0.5063170764841733
1171,0.5197663360956393
1172,0.5193587827740795
1173,0.5114794185572613
1174,0.5046868631979351
1175,0.5147398451297378
1176,0.5125662274147536
1177,0.5185436761309605
1178,0.5166417606303491
1179,0.5261513381334058
1180,0.524656975954354
1181,0.5262871892405923
1182,0.524113571525608
1183,0.5238418693112348
1184,0.5242494226327945
1185,0.5245211248471675
1186,0.5247928270615405
1187,0.5209889960603178
1188,0.5265588914549655
1189,0.5147398451297378
1190,0.516098356201603
1191,0.5207172938459448
1192,0.5228909115609293
1193,0.5279174025268305
1194,0.5265588914549655
1195,0.533759000135851
1196,0.5439478331748404
1197,0.5362043200652085
1198,0.5363401711723952
1199,0.533759000135851
1200,0.5319929357424262
1201,0.535253362314903
1202,0.5376986822442604
1203,0.5345741067789702
1204,0.5174568672734683
1205,0.5262871892405923
1206,0.5299551691346285
1207,0.5247928270615405
1208,0.516370058415976
1209,0.5193587827740795
1210,0.5180002717022143
1211,0.515554951772857
1212,0.5203097405243853
1213,0.5093058008422768
1214,0.5012905855182721
1215,0.49884526558891445
1216,0.4999320744464068
1217,0.5027849476973238
1218,0.5167776117375356
1219,0.521532400489064
1220,0.5171851650590953
1221,0.5086265453063443
1222,0.5113435674500746
1223,0.5036000543404429
1224,0.5049585654123081
1225,0.5046868631979351
1226,0.518679527238147
1227,0.5447629398179594
1228,0.5166417606303491
1229,0.5292759135986957
1230,0.5491101752479282
1231,0.5609292215731558
1232,0.5681293302540416
1233,0.5684010324684146
1234,0.5932617850835484
1235,0.5747860345061813
1236,0.5756011411493005
1237,0.579404972150523
1238,0.5963863605488384
1239,0.5866050808314087
1240,0.5872843363673415
1241,0.5798125254720825
1242,0.58538242086673
1243,0.5857899741882897
1244,0.5776389077570983
1245,0.584839016437984
1246,0.5781823121858443
1247,0.5780464610786578
1248,0.5863333786170357
1249,0.584295612009238
1250,0.5855182719739165
1251,0.5821219942942535
1252,0.5669066702893628
1253,0.5621518815378346
1254,0.5628311370737671
1255,0.5694878413259068
1256,0.576552098899606
1257,0.5712539057193315
1258,0.581714440972694
1259,0.57913326993615
