,rent_stock_click,REIT_reit_estate_click
2006-01-22,-1.5264332360543156,7.889829233588331
2006-01-23,-1.5264332360543156,7.889829233588331
2006-01-24,-1.5264332360543156,7.889829233588331
2006-01-25,-1.5264332360543156,7.889829233588331
2006-01-26,-1.5264332360543156,7.889829233588331
2006-01-27,-1.5264332360543156,7.889829233588331
2006-01-28,-1.5264332360543156,7.889829233588331
2006-01-29,-1.5264332360543156,7.889829233588331
2006-01-30,-1.5264332360543156,7.889829233588331
2006-01-31,-1.5264332360543156,7.889829233588331
2006-02-01,-0.7180147808506175,9.168975871329842
2006-02-02,-0.7180147808506175,9.168975871329842
2006-02-03,-0.7180147808506175,9.168975871329842
2006-02-04,-0.7180147808506175,9.168975871329842
2006-02-05,-0.7180147808506175,9.168975871329842
2006-02-06,-0.7180147808506175,9.168975871329842
2006-02-07,-0.7180147808506175,9.168975871329842
2006-02-08,-0.7180147808506175,9.168975871329842
2006-02-09,-0.7180147808506175,9.168975871329842
2006-02-10,-0.7180147808506175,9.168975871329842
2006-02-11,-0.7180147808506175,9.168975871329842
2006-02-12,-0.7180147808506175,9.168975871329842
2006-02-13,-0.7180147808506175,9.168975871329842
2006-02-14,-0.7180147808506175,9.168975871329842
2006-02-15,-0.7180147808506175,9.168975871329842
2006-02-16,-0.7180147808506175,9.168975871329842
2006-02-17,-0.7180147808506175,9.168975871329842
2006-02-18,-0.7180147808506175,9.168975871329842
2006-02-19,-0.7180147808506175,9.168975871329842
2006-02-20,-0.7180147808506175,9.168975871329842
2006-02-21,-0.7180147808506175,9.168975871329842
2006-02-22,-0.7180147808506175,9.168975871329842
2006-02-23,-0.7180147808506175,9.168975871329842
2006-02-24,-0.7180147808506175,9.168975871329842
2006-02-25,-0.7180147808506175,9.168975871329842
2006-02-26,-0.7180147808506175,9.168975871329842
2006-02-27,-0.7180147808506175,9.168975871329842
2006-02-28,-0.7180147808506175,9.168975871329842
2006-03-01,-1.8952311607673573,11.087695827942106
2006-03-02,-1.8952311607673573,11.087695827942106
2006-03-03,-1.8952311607673573,11.087695827942106
2006-03-04,-1.8952311607673573,11.087695827942106
2006-03-05,-1.8952311607673573,11.087695827942106
2006-03-06,-1.8952311607673573,11.087695827942106
2006-03-07,-1.8952311607673573,11.087695827942106
2006-03-08,-1.8952311607673573,11.087695827942106
2006-03-09,-1.8952311607673573,11.087695827942106
2006-03-10,-1.8952311607673573,11.087695827942106
2006-03-11,-1.8952311607673573,11.087695827942106
2006-03-12,-1.8952311607673573,11.087695827942106
2006-03-13,-1.8952311607673573,11.087695827942106
2006-03-14,-1.8952311607673573,11.087695827942106
2006-03-15,-1.8952311607673573,11.087695827942106
2006-03-16,-1.8952311607673573,11.087695827942106
2006-03-17,-1.8952311607673573,11.087695827942106
2006-03-18,-1.8952311607673573,11.087695827942106
2006-03-19,-1.8952311607673573,11.087695827942106
2006-03-20,-1.8952311607673573,11.087695827942106
2006-03-21,-1.8952311607673573,11.087695827942106
2006-03-22,-1.8952311607673573,11.087695827942106
2006-03-23,-1.8952311607673573,11.087695827942106
2006-03-24,-1.8952311607673573,11.087695827942106
2006-03-25,-1.8952311607673573,11.087695827942106
2006-03-26,-1.8952311607673573,11.087695827942106
2006-03-27,-1.8952311607673573,11.087695827942106
2006-03-28,-1.8952311607673573,11.087695827942106
2006-03-29,-1.8952311607673573,11.087695827942106
2006-03-30,-1.8952311607673573,11.087695827942106
2006-03-31,-1.8952311607673573,11.087695827942106
2006-04-01,-2.4838393507257264,6.61068259584682
2006-04-02,-2.4838393507257264,6.61068259584682
2006-04-03,-2.4838393507257264,6.61068259584682
2006-04-04,-2.4838393507257264,6.61068259584682
2006-04-05,-2.4838393507257264,6.61068259584682
2006-04-06,-2.4838393507257264,6.61068259584682
2006-04-07,-2.4838393507257264,6.61068259584682
2006-04-08,-2.4838393507257264,6.61068259584682
2006-04-09,-2.4838393507257264,6.61068259584682
2006-04-10,-2.4838393507257264,6.61068259584682
2006-04-11,-2.4838393507257264,6.61068259584682
2006-04-12,-2.4838393507257264,6.61068259584682
2006-04-13,-2.4838393507257264,6.61068259584682
2006-04-14,-2.4838393507257264,6.61068259584682
2006-04-15,-2.4838393507257264,6.61068259584682
2006-04-16,-2.4838393507257264,6.61068259584682
2006-04-17,-2.4838393507257264,6.61068259584682
2006-04-18,-2.4838393507257264,6.61068259584682
2006-04-19,-2.4838393507257264,6.61068259584682
2006-04-20,-2.4838393507257264,6.61068259584682
2006-04-21,-2.4838393507257264,6.61068259584682
2006-04-22,-2.4838393507257264,6.61068259584682
2006-04-23,-2.4838393507257264,6.61068259584682
2006-04-24,-2.4838393507257264,6.61068259584682
2006-04-25,-2.4838393507257264,6.61068259584682
2006-04-26,-2.4838393507257264,6.61068259584682
2006-04-27,-2.4838393507257264,6.61068259584682
2006-04-28,-2.4838393507257264,6.61068259584682
2006-04-29,-2.4838393507257264,6.61068259584682
2006-04-30,-2.4838393507257264,6.61068259584682
2006-05-01,-3.0724475406840965,4.5628058560612645
2006-05-02,-3.0724475406840965,4.5628058560612645
2006-05-03,-3.0724475406840965,4.5628058560612645
2006-05-04,-3.0724475406840965,4.5628058560612645
2006-05-05,-3.0724475406840965,4.5628058560612645
2006-05-06,-3.0724475406840965,4.5628058560612645
2006-05-07,-3.0724475406840965,4.5628058560612645
2006-05-08,-3.0724475406840965,4.5628058560612645
2006-05-09,-3.0724475406840965,4.5628058560612645
2006-05-10,-3.0724475406840965,4.5628058560612645
2006-05-11,-3.0724475406840965,4.5628058560612645
2006-05-12,-3.0724475406840965,4.5628058560612645
2006-05-13,-3.0724475406840965,4.5628058560612645
2006-05-14,-3.0724475406840965,4.5628058560612645
2006-05-15,-3.0724475406840965,4.5628058560612645
2006-05-16,-3.0724475406840965,4.5628058560612645
2006-05-17,-3.0724475406840965,4.5628058560612645
2006-05-18,-3.0724475406840965,4.5628058560612645
2006-05-19,-3.0724475406840965,4.5628058560612645
2006-05-20,-3.0724475406840965,4.5628058560612645
2006-05-21,-3.0724475406840965,4.5628058560612645
2006-05-22,-3.0724475406840965,4.5628058560612645
2006-05-23,-3.0724475406840965,4.5628058560612645
2006-05-24,-3.0724475406840965,4.5628058560612645
2006-05-25,-3.0724475406840965,4.5628058560612645
2006-05-26,-3.0724475406840965,4.5628058560612645
2006-05-27,-3.0724475406840965,4.5628058560612645
2006-05-28,-3.0724475406840965,4.5628058560612645
2006-05-29,-3.0724475406840965,4.5628058560612645
2006-05-30,-3.0724475406840965,4.5628058560612645
2006-05-31,-3.0724475406840965,4.5628058560612645
2006-06-01,-2.8526372754387688,7.250255914717577
2006-06-02,-2.8526372754387688,7.250255914717577
2006-06-03,-2.8526372754387688,7.250255914717577
2006-06-04,-2.8526372754387688,7.250255914717577
2006-06-05,-2.8526372754387688,7.250255914717577
2006-06-06,-2.8526372754387688,7.250255914717577
2006-06-07,-2.8526372754387688,7.250255914717577
2006-06-08,-2.8526372754387688,7.250255914717577
2006-06-09,-2.8526372754387688,7.250255914717577
2006-06-10,-2.8526372754387688,7.250255914717577
2006-06-11,-2.8526372754387688,7.250255914717577
2006-06-12,-2.8526372754387688,7.250255914717577
2006-06-13,-2.8526372754387688,7.250255914717577
2006-06-14,-2.8526372754387688,7.250255914717577
2006-06-15,-2.8526372754387688,7.250255914717577
2006-06-16,-2.8526372754387688,7.250255914717577
2006-06-17,-2.8526372754387688,7.250255914717577
2006-06-18,-2.8526372754387688,7.250255914717577
2006-06-19,-2.8526372754387688,7.250255914717577
2006-06-20,-2.8526372754387688,7.250255914717577
2006-06-21,-2.8526372754387688,7.250255914717577
2006-06-22,-2.8526372754387688,7.250255914717577
2006-06-23,-2.8526372754387688,7.250255914717577
2006-06-24,-2.8526372754387688,7.250255914717577
2006-06-25,-2.8526372754387688,7.250255914717577
2006-06-26,-2.8526372754387688,7.250255914717577
2006-06-27,-2.8526372754387688,7.250255914717577
2006-06-28,-2.8526372754387688,7.250255914717577
2006-06-29,-2.8526372754387688,7.250255914717577
2006-06-30,-2.8526372754387688,7.250255914717577
2006-07-01,-2.8526372754387688,7.250255914717577
2006-07-02,-2.8526372754387688,7.250255914717577
2006-07-03,-2.8526372754387688,7.250255914717577
2006-07-04,-2.8526372754387688,7.250255914717577
2006-07-05,-2.8526372754387688,7.250255914717577
2006-07-06,-2.8526372754387688,7.250255914717577
2006-07-07,-2.8526372754387688,7.250255914717577
2006-07-08,-2.8526372754387688,7.250255914717577
2006-07-09,-2.8526372754387688,7.250255914717577
2006-07-10,-2.8526372754387688,7.250255914717577
2006-07-11,-2.8526372754387688,7.250255914717577
2006-07-12,-2.8526372754387688,7.250255914717577
2006-07-13,-2.8526372754387688,7.250255914717577
2006-07-14,-2.8526372754387688,7.250255914717577
2006-07-15,-2.8526372754387688,7.250255914717577
2006-07-16,-2.8526372754387688,7.250255914717577
2006-07-17,-2.8526372754387688,7.250255914717577
2006-07-18,-2.8526372754387688,7.250255914717577
2006-07-19,-2.8526372754387688,7.250255914717577
2006-07-20,-2.8526372754387688,7.250255914717577
2006-07-21,-2.8526372754387688,7.250255914717577
2006-07-22,-2.8526372754387688,7.250255914717577
2006-07-23,-2.8526372754387688,7.250255914717577
2006-07-24,-2.8526372754387688,7.250255914717577
2006-07-25,-2.8526372754387688,7.250255914717577
2006-07-26,-2.8526372754387688,7.250255914717577
2006-07-27,-2.8526372754387688,7.250255914717577
2006-07-28,-2.8526372754387688,7.250255914717577
2006-07-29,-2.8526372754387688,7.250255914717577
2006-07-30,-2.8526372754387688,7.250255914717577
2006-07-31,-2.8526372754387688,7.250255914717577
2006-08-01,-4.249663920600836,7.889829233588331
2006-08-02,-4.249663920600836,7.889829233588331
2006-08-03,-4.249663920600836,7.889829233588331
2006-08-04,-4.249663920600836,7.889829233588331
2006-08-05,-4.249663920600836,7.889829233588331
2006-08-06,-4.249663920600836,7.889829233588331
2006-08-07,-4.249663920600836,7.889829233588331
2006-08-08,-4.249663920600836,7.889829233588331
2006-08-09,-4.249663920600836,7.889829233588331
2006-08-10,-4.249663920600836,7.889829233588331
2006-08-11,-4.249663920600836,7.889829233588331
2006-08-12,-4.249663920600836,7.889829233588331
2006-08-13,-4.249663920600836,7.889829233588331
2006-08-14,-4.249663920600836,7.889829233588331
2006-08-15,-4.249663920600836,7.889829233588331
2006-08-16,-4.249663920600836,7.889829233588331
2006-08-17,-4.249663920600836,7.889829233588331
2006-08-18,-4.249663920600836,7.889829233588331
2006-08-19,-4.249663920600836,7.889829233588331
2006-08-20,-4.249663920600836,7.889829233588331
2006-08-21,-4.249663920600836,7.889829233588331
2006-08-22,-4.249663920600836,7.889829233588331
2006-08-23,-4.249663920600836,7.889829233588331
2006-08-24,-4.249663920600836,7.889829233588331
2006-08-25,-4.249663920600836,7.889829233588331
2006-08-26,-4.249663920600836,7.889829233588331
2006-08-27,-4.249663920600836,7.889829233588331
2006-08-28,-4.249663920600836,7.889829233588331
2006-08-29,-4.249663920600836,7.889829233588331
2006-08-30,-4.249663920600836,7.889829233588331
2006-08-31,-4.249663920600836,7.889829233588331
2006-09-01,-6.67491928621193,6.991942348370997
2006-09-02,-6.67491928621193,6.991942348370997
2006-09-03,-6.67491928621193,6.991942348370997
2006-09-04,-6.67491928621193,6.991942348370997
2006-09-05,-6.67491928621193,6.991942348370997
2006-09-06,-6.67491928621193,6.991942348370997
2006-09-07,-6.67491928621193,6.991942348370997
2006-09-08,-6.67491928621193,6.991942348370997
2006-09-09,-6.67491928621193,6.991942348370997
2006-09-10,-6.67491928621193,6.991942348370997
2006-09-11,-6.67491928621193,6.991942348370997
2006-09-12,-6.67491928621193,6.991942348370997
2006-09-13,-6.67491928621193,6.991942348370997
2006-09-14,-6.67491928621193,6.991942348370997
2006-09-15,-6.67491928621193,6.991942348370997
2006-09-16,-6.67491928621193,6.991942348370997
2006-09-17,-6.67491928621193,6.991942348370997
2006-09-18,-6.67491928621193,6.991942348370997
2006-09-19,-6.67491928621193,6.991942348370997
2006-09-20,-6.67491928621193,6.991942348370997
2006-09-21,-6.67491928621193,6.991942348370997
2006-09-22,-6.67491928621193,6.991942348370997
2006-09-23,-6.67491928621193,6.991942348370997
2006-09-24,-6.67491928621193,6.991942348370997
2006-09-25,-6.67491928621193,6.991942348370997
2006-09-26,-6.67491928621193,6.991942348370997
2006-09-27,-6.67491928621193,6.991942348370997
2006-09-28,-6.67491928621193,6.991942348370997
2006-09-29,-6.67491928621193,6.991942348370997
2006-09-30,-6.67491928621193,6.991942348370997
2006-10-01,-6.306121361498888,8.910662304983264
2006-10-02,-6.306121361498888,8.910662304983264
2006-10-03,-6.306121361498888,8.910662304983264
2006-10-04,-6.306121361498888,8.910662304983264
2006-10-05,-6.306121361498888,8.910662304983264
2006-10-06,-6.306121361498888,8.910662304983264
2006-10-07,-6.306121361498888,8.910662304983264
2006-10-08,-6.306121361498888,8.910662304983264
2006-10-09,-6.306121361498888,8.910662304983264
2006-10-10,-6.306121361498888,8.910662304983264
2006-10-11,-6.306121361498888,8.910662304983264
2006-10-12,-6.306121361498888,8.910662304983264
2006-10-13,-6.306121361498888,8.910662304983264
2006-10-14,-6.306121361498888,8.910662304983264
2006-10-15,-6.306121361498888,8.910662304983264
2006-10-16,-6.306121361498888,8.910662304983264
2006-10-17,-6.306121361498888,8.910662304983264
2006-10-18,-6.306121361498888,8.910662304983264
2006-10-19,-6.306121361498888,8.910662304983264
2006-10-20,-6.306121361498888,8.910662304983264
2006-10-21,-6.306121361498888,8.910662304983264
2006-10-22,-6.306121361498888,8.910662304983264
2006-10-23,-6.306121361498888,8.910662304983264
2006-10-24,-6.306121361498888,8.910662304983264
2006-10-25,-6.306121361498888,8.910662304983264
2006-10-26,-6.306121361498888,8.910662304983264
2006-10-27,-6.306121361498888,8.910662304983264
2006-10-28,-6.306121361498888,8.910662304983264
2006-10-29,-6.306121361498888,8.910662304983264
2006-10-30,-6.306121361498888,8.910662304983264
2006-10-31,-6.306121361498888,8.910662304983264
2006-11-01,-6.306121361498888,4.175335506541399
2006-11-02,-6.306121361498888,4.175335506541399
2006-11-03,-6.306121361498888,4.175335506541399
2006-11-04,-6.306121361498888,4.175335506541399
2006-11-05,-6.306121361498888,4.175335506541399
2006-11-06,-6.306121361498888,4.175335506541399
2006-11-07,-6.306121361498888,4.175335506541399
2006-11-08,-6.306121361498888,4.175335506541399
2006-11-09,-6.306121361498888,4.175335506541399
2006-11-10,-6.306121361498888,4.175335506541399
2006-11-11,-6.306121361498888,4.175335506541399
2006-11-12,-6.306121361498888,4.175335506541399
2006-11-13,-6.306121361498888,4.175335506541399
2006-11-14,-6.306121361498888,4.175335506541399
2006-11-15,-6.306121361498888,4.175335506541399
2006-11-16,-6.306121361498888,4.175335506541399
2006-11-17,-6.306121361498888,4.175335506541399
2006-11-18,-6.306121361498888,4.175335506541399
2006-11-19,-6.306121361498888,4.175335506541399
2006-11-20,-6.306121361498888,4.175335506541399
2006-11-21,-6.306121361498888,4.175335506541399
2006-11-22,-6.306121361498888,4.175335506541399
2006-11-23,-6.306121361498888,4.175335506541399
2006-11-24,-6.306121361498888,4.175335506541399
2006-11-25,-6.306121361498888,4.175335506541399
2006-11-26,-6.306121361498888,4.175335506541399
2006-11-27,-6.306121361498888,4.175335506541399
2006-11-28,-6.306121361498888,4.175335506541399
2006-11-29,-6.306121361498888,4.175335506541399
2006-11-30,-6.306121361498888,4.175335506541399
2006-12-01,-6.306121361498888,3.5357621876706418
2006-12-02,-6.306121361498888,3.5357621876706418
2006-12-03,-6.306121361498888,3.5357621876706418
2006-12-04,-6.306121361498888,3.5357621876706418
2006-12-05,-6.306121361498888,3.5357621876706418
2006-12-06,-6.306121361498888,3.5357621876706418
2006-12-07,-6.306121361498888,3.5357621876706418
2006-12-08,-6.306121361498888,3.5357621876706418
2006-12-09,-6.306121361498888,3.5357621876706418
2006-12-10,-6.306121361498888,3.5357621876706418
2006-12-11,-6.306121361498888,3.5357621876706418
2006-12-12,-6.306121361498888,3.5357621876706418
2006-12-13,-6.306121361498888,3.5357621876706418
2006-12-14,-6.306121361498888,3.5357621876706418
2006-12-15,-6.306121361498888,3.5357621876706418
2006-12-16,-6.306121361498888,3.5357621876706418
2006-12-17,-6.306121361498888,3.5357621876706418
2006-12-18,-6.306121361498888,3.5357621876706418
2006-12-19,-6.306121361498888,3.5357621876706418
2006-12-20,-6.306121361498888,3.5357621876706418
2006-12-21,-6.306121361498888,3.5357621876706418
2006-12-22,-6.306121361498888,3.5357621876706418
2006-12-23,-6.306121361498888,3.5357621876706418
2006-12-24,-6.306121361498888,3.5357621876706418
2006-12-25,-6.306121361498888,3.5357621876706418
2006-12-26,-6.306121361498888,3.5357621876706418
2006-12-27,-6.306121361498888,3.5357621876706418
2006-12-28,-6.306121361498888,3.5357621876706418
2006-12-29,-6.306121361498888,3.5357621876706418
2006-12-30,-6.306121361498888,3.5357621876706418
2006-12-31,-6.306121361498888,3.5357621876706418
2007-01-01,-4.100676261133123,8.400245769285798
2007-01-02,-4.100676261133123,8.400245769285798
2007-01-03,-4.100676261133123,8.400245769285798
