代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
600008.SH,首创股份,2000-04-27,--,2.4607,2.5359,2.1886,2.3814,68952800,1180499316,--,--,17.1204,48.929,
600008.SH,首创股份,2000-04-28,2.3814,2.3254,2.6193,2.298,2.6193,30937800,568576995,0.2379,9.9885,18.3781,53.8163,
600008.SH,首创股份,2000-05-08,2.6193,2.8817,2.8817,2.8271,2.8817,16384200,345124340,0.2625,10.0209,21.0645,59.2092,
600008.SH,首创股份,2000-05-09,2.8817,2.9501,3.1579,2.8312,2.9323,42558600,925299950,0.0506,1.7552,21.7418,60.2484,
600008.SH,首创股份,2000-05-10,2.9323,2.9187,3.0745,2.8025,2.9665,19024100,412297814,0.0342,1.1655,21.6724,60.9506,
600008.SH,首创股份,2000-05-11,2.9665,2.946,2.9597,2.6699,2.7068,21116200,428458697,-0.2597,-8.7558,20.2905,55.6139,
600008.SH,首创股份,2000-05-12,2.7068,2.6931,2.864,2.6876,2.7614,9175300,186144714,0.0547,2.0202,20.2876,56.7374,
600008.SH,首创股份,2000-05-15,2.7614,2.7601,2.7601,2.6206,2.6671,5125200,100497658,-0.0943,-3.4158,19.6085,54.7994,
600008.SH,首创股份,2000-05-16,2.6671,2.6657,2.7614,2.6247,2.7068,3812400,75003444,0.0396,1.4864,19.6736,55.6139,
600008.SH,首创股份,2000-05-17,2.7068,2.7068,2.7614,2.674,2.6822,3731000,74310505,-0.0246,-0.9091,19.917,55.1083,
600008.SH,首创股份,2000-05-18,2.6822,2.6726,2.7874,2.6316,2.7464,5475700,109020182,0.0643,2.3955,19.9098,56.4285,
600008.SH,首创股份,2000-05-19,2.7464,2.7491,2.864,2.7204,2.7888,6659800,136445760,0.0424,1.5431,20.488,57.2992,
600008.SH,首创股份,2000-05-22,2.7888,2.8025,2.9036,2.7751,2.9036,6258000,129747807,0.1148,4.1176,20.7331,59.6586,
600008.SH,首创股份,2000-05-23,2.9036,2.9392,2.9528,2.8202,2.8653,5574200,117065303,-0.0383,-1.3183,21.0013,58.8721,
600008.SH,首创股份,2000-05-24,2.8653,2.8558,2.9132,2.8298,2.8612,5230600,109747226,-0.0041,-0.1431,20.9818,58.7878,
600008.SH,首创股份,2000-05-25,2.8612,2.8612,2.9118,2.8134,2.8435,5116300,106195369,-0.0178,-0.6211,20.7563,58.4227,
600008.SH,首创股份,2000-05-26,2.8435,2.8435,2.8435,2.786,2.7874,4333700,88879014,-0.056,-1.9712,20.5088,57.2711,
600008.SH,首创股份,2000-05-29,2.7874,2.7874,2.8435,2.7341,2.8066,3693500,75033299,0.0191,0.6866,20.315,57.6643,
600008.SH,首创股份,2000-05-30,2.8066,2.8134,2.8298,2.7341,2.7478,3852400,77730115,-0.0588,-2.0945,20.1771,56.4566,
600008.SH,首创股份,2000-05-31,2.7478,2.7341,2.7956,2.7068,2.7423,2386200,47942350,-0.0055,-0.199,20.0915,56.3442,
600008.SH,首创股份,2000-06-01,2.7423,2.7409,2.7874,2.7341,2.7478,2053500,41350621,0.0055,0.1994,20.1367,56.4566,
600008.SH,首创股份,2000-06-02,2.7478,2.7546,2.7765,2.7068,2.7341,3140800,62712321,-0.0137,-0.4975,19.967,56.1757,
600008.SH,首创股份,2000-06-05,2.7341,2.7341,2.7478,2.6781,2.6904,3303100,65165371,-0.0437,-1.6,19.7285,55.2769,
600008.SH,首创股份,2000-06-06,2.6904,2.7068,2.9597,2.6931,2.9597,8587800,183073369,0.2693,10.0102,21.3178,60.8102,
600008.SH,首创股份,2000-06-07,2.9597,3.1346,3.1893,2.9802,3.0007,15088200,339519691,0.041,1.3857,22.5023,61.6528,
600008.SH,首创股份,2000-06-08,3.0007,2.9938,3.0007,2.8708,2.9118,5338700,114164764,-0.0889,-2.9613,21.3844,59.8271,
600008.SH,首创股份,2000-06-09,2.9118,2.8981,2.9651,2.8312,2.8435,3370400,71278197,-0.0684,-2.3474,21.1483,58.4227,
600008.SH,首创股份,2000-06-12,2.8435,2.8271,3.0977,2.8052,3.0417,6772600,148436455,0.1982,6.9712,21.9172,62.4954,
600008.SH,首创股份,2000-06-13,3.0417,3.0417,3.069,2.9884,3.0184,4627100,102532018,-0.0232,-0.764,22.159,62.0179,
