代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
600023.SH,浙能电力,2013-12-19,--,5.648,6.2394,5.555,5.9005,277465911,2439180460,--,--,8.7909,23.1187,
600023.SH,浙能电力,2013-12-20,5.9005,5.3158,5.4288,5.3092,5.3092,33114584,265410796,-0.5914,-10.0225,8.0149,20.8016,
600023.SH,浙能电力,2013-12-23,5.3092,4.7776,5.1962,4.7776,4.9171,151465265,1115784581,-0.392,-7.3842,7.3666,19.2656,
600023.SH,浙能电力,2013-12-24,4.9171,4.844,5.0434,4.7311,5.0035,120782281,888552189,0.0864,1.7568,7.3566,19.604,
600023.SH,浙能电力,2013-12-25,5.0035,4.8972,5.0234,4.8374,4.8773,84249835,621184023,-0.1263,-2.5232,7.3731,19.1094,
600023.SH,浙能电力,2013-12-26,4.8773,4.8175,4.9703,4.7244,4.7909,70219364,511828952,-0.0864,-1.7711,7.289,18.7709,
600023.SH,浙能电力,2013-12-27,4.7909,4.7444,4.9371,4.7244,4.8374,66838696,487258478,0.0465,0.9709,7.2901,18.9532,
600023.SH,浙能电力,2013-12-30,4.8374,4.8573,4.8839,4.5716,4.5982,85897675,610047832,-0.2392,-4.9451,7.102,18.0159,
600023.SH,浙能电力,2013-12-31,4.5982,4.5184,4.5716,4.4188,4.4919,61696743,417556716,-0.1063,-2.3121,6.7679,17.5994,
600023.SH,浙能电力,2014-01-02,4.4919,4.4852,4.5849,4.4786,4.5317,44545195,303900509,0.0399,0.8876,6.8223,10.7861,
600023.SH,浙能电力,2014-01-03,4.5317,4.5051,4.5317,4.3457,4.4719,60690350,404486071,-0.0598,-1.3196,6.6648,10.6438,
600023.SH,浙能电力,2014-01-06,4.4719,4.4453,4.6248,4.4254,4.4985,56959661,388626469,0.0266,0.5944,6.8228,10.7071,
600023.SH,浙能电力,2014-01-07,4.4985,4.4719,4.4919,4.3723,4.4387,31335026,208980863,-0.0598,-1.3294,6.6692,10.5647,
600023.SH,浙能电力,2014-01-08,4.4387,4.4188,4.5915,4.3988,4.4786,46937432,318113658,0.0399,0.8982,6.7774,10.6596,
600023.SH,浙能电力,2014-01-09,4.4786,4.4387,4.4919,4.3058,4.339,43098091,286285043,-0.1395,-3.1157,6.6426,10.3275,
600023.SH,浙能电力,2014-01-10,4.339,4.3124,4.3723,4.2061,4.2526,39336363,253386486,-0.0864,-1.9908,6.4415,10.1219,
