代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
600029.SH,南方航空,2003-07-25,--,2.3456,2.4176,2.2497,2.3276,588100167,2285586118,--,--,3.8864,33.0612,
600029.SH,南方航空,2003-07-28,2.3276,2.3036,2.3816,2.2736,2.3516,103590240,402268840,0.024,1.0309,3.8833,33.4021,
600029.SH,南方航空,2003-07-29,2.3516,2.3456,2.3816,2.3336,2.3516,50648940,198670890,0,0,3.9225,33.4021,
600029.SH,南方航空,2003-07-30,2.3516,2.3516,2.4656,2.3396,2.4476,130837082,524793246,0.096,4.0816,4.011,34.7654,
600029.SH,南方航空,2003-07-31,2.4476,2.4296,2.4656,2.4176,2.4296,76104439,309954459,-0.018,-0.7353,4.0728,34.5098,
600029.SH,南方航空,2003-08-01,2.4296,2.4296,2.4296,2.3936,2.4116,48447094,194422610,-0.018,-0.7407,4.0131,34.2541,
600029.SH,南方航空,2003-08-04,2.4116,2.3936,2.4476,2.3756,2.4176,40218038,162249167,0.006,0.2488,4.0342,34.3394,
600029.SH,南方航空,2003-08-05,2.4176,2.4176,2.4176,2.3876,2.4056,24909656,99593677,-0.012,-0.4963,3.9982,34.1689,
600029.SH,南方航空,2003-08-06,2.4056,2.3996,2.4056,2.3876,2.3876,17821526,71137671,-0.018,-0.7481,3.9917,33.9133,
600029.SH,南方航空,2003-08-07,2.3876,2.3876,2.4476,2.3876,2.3996,32313362,130295718,0.012,0.5025,4.0323,34.0837,
600029.SH,南方航空,2003-08-08,2.3996,2.3996,2.4056,2.3396,2.3516,53276340,209684639,-0.048,-2,3.9358,33.4021,
600029.SH,南方航空,2003-08-11,2.3516,2.3396,2.3636,2.3276,2.3576,17734477,69240154,0.006,0.2551,3.9043,33.4873,
600029.SH,南方航空,2003-08-12,2.3576,2.3576,2.3936,2.3456,2.3756,22567066,89349977,0.018,0.7634,3.9593,33.7429,
600029.SH,南方航空,2003-08-13,2.3756,2.3756,2.3876,2.3456,2.3456,16331589,64327275,-0.03,-1.2626,3.9388,33.3168,
600029.SH,南方航空,2003-08-14,2.3456,2.3456,2.3756,2.3216,2.3336,23888816,93337246,-0.012,-0.5115,3.9072,33.1464,
600029.SH,南方航空,2003-08-15,2.3336,2.3276,2.3576,2.3216,2.3276,29884373,116385479,-0.006,-0.2571,3.8945,33.0612,
600029.SH,南方航空,2003-08-18,2.3276,2.3276,2.3816,2.3216,2.3576,39758566,156457159,0.03,1.2887,3.9352,33.4873,
600029.SH,南方航空,2003-08-19,2.3576,2.3576,2.3936,2.3456,2.3756,19575210,77464285,0.018,0.7634,3.9573,33.7429,
600029.SH,南方航空,2003-08-20,2.3756,2.3696,2.3816,2.3516,2.3696,15871140,62534234,-0.006,-0.2525,3.9401,33.6577,
600029.SH,南方航空,2003-08-21,2.3696,2.3876,2.4356,2.3756,2.4176,63059566,252678566,0.048,2.0253,4.007,34.3394,
600029.SH,南方航空,2003-08-22,2.4176,2.4176,2.4356,2.3996,2.4116,21994287,88580163,-0.006,-0.2481,4.0274,34.2541,
600029.SH,南方航空,2003-08-25,2.4116,2.3996,2.4116,2.3876,2.4056,15149548,60554790,-0.006,-0.2488,3.9971,34.1689,
600029.SH,南方航空,2003-08-26,2.4056,2.3996,2.4176,2.3816,2.3876,26502434,105969770,-0.018,-0.7481,3.9985,33.9133,
600029.SH,南方航空,2003-08-27,2.3876,2.3876,2.3936,2.3576,2.3696,21165608,83749282,-0.018,-0.7538,3.9569,33.6577,
600029.SH,南方航空,2003-08-28,2.3696,2.3696,2.3756,2.3576,2.3636,9440552,37242064,-0.006,-0.2532,3.9449,33.5725,
600029.SH,南方航空,2003-08-29,2.3636,2.3516,2.3876,2.3516,2.3876,12547840,49687614,0.024,1.0152,3.9599,33.9133,
600029.SH,南方航空,2003-09-01,2.3876,2.3876,2.4896,2.3696,2.4536,52407634,213576454,0.066,2.7638,4.0753,34.8506,
600029.SH,南方航空,2003-09-02,2.4536,2.4536,2.4656,2.4176,2.4296,32329712,131527794,-0.024,-0.978,4.0683,34.5098,
600029.SH,南方航空,2003-09-03,2.4296,2.4356,2.4476,2.3936,2.4176,15789109,63482703,-0.012,-0.4938,4.0207,34.3394,
600029.SH,南方航空,2003-09-04,2.4176,2.4176,2.4476,2.4116,2.4176,10158688,41048582,0,0,4.0407,34.3394,
600029.SH,南方航空,2003-09-05,2.4176,2.4176,2.4236,2.3696,2.3936,19278623,76715414,-0.024,-0.9926,3.9793,33.9985,
600029.SH,南方航空,2003-09-08,2.3936,2.3876,2.4056,2.3696,2.4056,7311437,29074712,0.012,0.5013,3.9766,34.1689,
600029.SH,南方航空,2003-09-09,2.4056,2.3996,2.3996,2.3396,2.3516,56575667,222133033,-0.054,-2.2444,3.9263,33.4021,
600029.SH,南方航空,2003-09-10,2.3516,2.3396,2.3576,2.3216,2.3456,16031897,62390901,-0.006,-0.2551,3.8917,33.3168,
600029.SH,南方航空,2003-09-11,2.3456,2.3396,2.3576,2.3336,2.3456,7031731,27487166,0,0,3.909,33.3168,
600029.SH,南方航空,2003-09-12,2.3456,2.3576,2.3576,2.3216,2.3276,9754937,37877029,-0.018,-0.7673,3.8829,33.0612,
600029.SH,南方航空,2003-09-15,2.3276,2.3216,2.3456,2.3216,2.3276,5944988,23113852,0,0,3.888,33.0612,
600029.SH,南方航空,2003-09-16,2.3276,2.3216,2.3276,2.2676,2.3036,27176255,103803734,-0.024,-1.0309,3.8196,32.7204,
600029.SH,南方航空,2003-09-17,2.3036,2.3036,2.3096,2.2497,2.2676,20479569,77507693,-0.036,-1.5625,3.7846,32.2091,
600029.SH,南方航空,2003-09-18,2.2676,2.2676,2.3036,2.2616,2.2856,6974537,26550131,0.018,0.7937,3.8067,32.4648,
600029.SH,南方航空,2003-09-19,2.2856,2.2796,2.3036,2.2796,2.2976,4806501,18321763,0.012,0.5249,3.8119,32.6352,
600029.SH,南方航空,2003-09-22,2.2976,2.3096,2.3156,2.2736,2.2976,4290553,16393518,0,0,3.8208,32.6352,
600029.SH,南方航空,2003-09-23,2.2976,2.2976,2.3276,2.2736,2.3216,4963487,19077428,0.024,1.0444,3.8436,32.976,
600029.SH,南方航空,2003-09-24,2.3216,2.3276,2.3396,2.3096,2.3216,3978447,15385670,0,0,3.8673,32.976,
600029.SH,南方航空,2003-09-25,2.3216,2.3156,2.3276,2.2856,2.3036,6952813,26759249,-0.018,-0.7752,3.8487,32.7204,
600029.SH,南方航空,2003-09-26,2.3036,2.3096,2.3336,2.2976,2.3096,6810657,26310409,0.006,0.2604,3.8631,32.8056,
600029.SH,南方航空,2003-09-29,2.3096,2.3096,2.3336,2.2976,2.3156,8527711,32962671,0.006,0.2597,3.8654,32.8908,
600029.SH,南方航空,2003-09-30,2.3156,2.3096,2.3576,2.3096,2.3336,13457387,52481868,0.018,0.7772,3.8999,33.1464,
600029.SH,南方航空,2003-10-08,2.3336,2.3336,2.3456,2.3096,2.3276,3984293,15464853,-0.006,-0.2571,3.8815,33.0612,
600029.SH,南方航空,2003-10-09,2.3276,2.3216,2.3636,2.3156,2.3276,7073356,27685111,0,0,3.914,33.0612,
600029.SH,南方航空,2003-10-10,2.3276,2.3276,2.4056,2.3216,2.3876,26076401,103599795,0.06,2.5773,3.9729,33.9133,
600029.SH,南方航空,2003-10-13,2.3876,2.3876,2.3936,2.3516,2.3636,14909490,58917824,-0.024,-1.005,3.9517,33.5725,
600029.SH,南方航空,2003-10-14,2.3636,2.3696,2.3756,2.3456,2.3576,7905556,31126712,-0.006,-0.2538,3.9373,33.4873,
600029.SH,南方航空,2003-10-15,2.3576,2.3576,2.3876,2.3456,2.3516,12539247,49405984,-0.006,-0.2545,3.9401,33.4021,
600029.SH,南方航空,2003-10-16,2.3516,2.3516,2.3636,2.3336,2.3396,10135238,39593717,-0.012,-0.5102,3.9065,33.2316,
600029.SH,南方航空,2003-10-17,2.3396,2.3336,2.3816,2.3336,2.3636,10965440,43075184,0.024,1.0256,3.9283,33.5725,
